Bug ID	Title	Link to Bug	File	Link to diff	Old Code (maybe)	New Code (maybe)
b579095	[Fx 4.0 beta1] Larry doesn't display domain name nor identity info for https pages in the address bar	https://bugzilla.mozilla.org/show_bug.cgi?id=579095	"
a/browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=460525&action=diff	"
    this._identityIconLabel.parentNode.hidden = icon_label ? false : true;"	"
    this._identityIconLabel.parentNode.collapsed = icon_label ? false : true;"
b1237077	drag and drop handlers need to use the proper user context id	https://bugzilla.mozilla.org/show_bug.cgi?id=1237077	"
a/dom/base/contentAreaDropListener.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8742198&action=diff	"
                               : secMan.getSimpleCodebasePrincipal(ioService.newURI(""file:///"", null, null));"	"
                               : secMan.createCodebasePrincipal(ioService.newURI(""file:///"", null, null), {});"
b1199466	Update the Cookie Management UI to include userContextId	https://bugzilla.mozilla.org/show_bug.cgi?id=1199466	"
a/netwerk/cookie/nsCookie.cpp
b1088193	FF 33 release removes NSS funcionality	https://bugzilla.mozilla.org/show_bug.cgi?id=1088193
b1088542	Donload of SSL Version Control 0.2 to combat POODLE led to inability to open any website in Firefox 33.	https://bugzilla.mozilla.org/show_bug.cgi?id=1088542
b1092207	(Error code: sec_error_unknown_issuer) https://developer.mozilla.org/en-US/ fails when Avast HTTPS scanning is enabled	https://bugzilla.mozilla.org/show_bug.cgi?id=1092207
b1099954	HTML5 video in MP4 format causes security warning	https://bugzilla.mozilla.org/show_bug.cgi?id=1099954
b1108688	IBM Trusteer Rapport	https://bugzilla.mozilla.org/show_bug.cgi?id=1108688
b1145261	Add some more noticeable UI to warn RC4-only servers	https://bugzilla.mozilla.org/show_bug.cgi?id=1145261
b1147202	sec_error_ca_cert_invalid cannot override...	https://bugzilla.mozilla.org/show_bug.cgi?id=1147202
b1151540	"Unable to update nightly: ""unsecure update"""	https://bugzilla.mozilla.org/show_bug.cgi?id=1151540
b1152960	Self signed certificates rejected without any choice	https://bugzilla.mozilla.org/show_bug.cgi?id=1152960
b1162875	no Certificate accept Window anymore	https://bugzilla.mozilla.org/show_bug.cgi?id=1162875
b1196671	a password instead of mandatory signing for add-ons	https://bugzilla.mozilla.org/show_bug.cgi?id=1196671
b1236264	please allow to disable spyware functionality	https://bugzilla.mozilla.org/show_bug.cgi?id=1236264
b1246586	Your connection is not secure	https://bugzilla.mozilla.org/show_bug.cgi?id=1246586
b308060	Rewrite install-blocked message to reflect reality	https://bugzilla.mozilla.org/show_bug.cgi?id=308060	"
browser/base/content/browser.js
browser/locales/en-US/chrome/browser/browser.properties"	https://bugzilla.mozilla.org/attachment.cgi?id=222146&action=diff	"
          messageString = browserBundle.getFormattedString(""xpinstallWarning"",
            label: browserBundle.getString(""xpinstallWarningButton""),
            accessKey: browserBundle.getString(""xpinstallWarningButton.accesskey""),"	"
          messageString = browserBundle.getFormattedString(""xpinstallPromptWarning"",
            label: browserBundle.getString(""xpinstallPromptWarningButton""),
            accessKey: browserBundle.getString(""xpinstallPromptWarningButton.accesskey""),"
b1164569	text overlaps image on SSLv3 error page with small firefox windows	https://bugzilla.mozilla.org/show_bug.cgi?id=1164569	"
a/browser/themes/shared/aboutNetError.css"	https://bugzilla.mozilla.org/attachment.cgi?id=8703280&action=diff	"
  #errorTitle {

  #errorTitle[weakCrypto=true] {"	"
  #errorTitle,
  #errorTitle[sslv3=true],"
b1236975	Re-enable SHA-1 certificates	https://bugzilla.mozilla.org/show_bug.cgi?id=1236975
b1181953	[UX] Define interface needed to support containers	https://bugzilla.mozilla.org/show_bug.cgi?id=1181953
b1191442	Add New Container to File menu	https://bugzilla.mozilla.org/show_bug.cgi?id=1191442	"
a/browser/base/content/tabbrowser.xml
a/browser/base/content/utilityOverlay.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8666675&action=diff	"
                                  noReferrer: aNoReferrer });

            // If we open a new tab with the newtab URL,
            // check if there is a preloaded browser ready.
            if (aURI == BROWSER_NEW_TAB_URL) {
              b = this._createBrowser({remote, uriIsAboutBlank});

                                       userContextId: aUserContextId});"	"
                                  noReferrer: aNoReferrer,
                                  userContextId: aUserContextId });
            // If we open a new tab with the newtab URL in the default
            // userContext, check if there is a preloaded browser ready.
            if (aURI == BROWSER_NEW_TAB_URL && !aUserContextId) {
              b = this._createBrowser({remote: remote,
                                       uriIsAboutBlank: uriIsAboutBlank,"
b1191451	Add tab decoration signifying userContextId	https://bugzilla.mozilla.org/show_bug.cgi?id=1191451	"
a/browser/base/content/tabbrowser.xml
a/browser/themes/shared/tabs.inc.css"	https://bugzilla.mozilla.org/attachment.cgi?id=8657286&action=diff		
b1191455	Add URL bar decoration signifying userContextId	https://bugzilla.mozilla.org/show_bug.cgi?id=1191455	"
a/browser/base/content/browser.js
a/browser/base/content/browser.xul
a/browser/base/content/tabbrowser.xml
a/browser/locales/en-US/chrome/browser/browser.properties
a/browser/themes/shared/usercontext/usercontext.inc.css"	https://bugzilla.mozilla.org/attachment.cgi?id=8657382&action=diff		
b1191494	[meta] Implement minimal UI prototype for Contextual Identity Project	https://bugzilla.mozilla.org/show_bug.cgi?id=1191494
b782654	Implement Mixed Content Blocker New Icon - Backend Changes	https://bugzilla.mozilla.org/show_bug.cgi?id=782654	"
a/content/base/src/nsMixedContentBlocker.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=687575&action=diff	"
  // Default policy: allow the load if we find no reason to block it.
  *aDecision = nsIContentPolicy::ACCEPT;

  MOZ_ASSERT(NS_IsMainThread());
  // If mixed script blocking and mixed display blocking are turned off
  // we can return early
  if (!sBlockMixedScript && !sBlockMixedDisplay) {
    return NS_OK;
  }
  // We need aRequestingLocation to pull out the scheme. If it isn't passed
  // in, get it from the DOM node.
  if (!aRequestingLocation) {
    nsCOMPtr<nsINode> node = do_QueryInterface(aRequestingContext);
    if (node) {
      nsCOMPtr<nsIURI> principalUri;
      node->NodePrincipal()->GetURI(getter_AddRefs(principalUri));
      aRequestingLocation = principalUri;
    }
    // If we still don't have a requesting location then we can't tell if
    // this is a mixed content load.  Deny to be safe.
    if (!aRequestingLocation) {
      *aDecision = nsIContentPolicy::REJECT_REQUEST;

  // the content of the page, and because blocking them does not have any
  // negative effect on the page loading.
  //
  // TYPE_PING: Ping requests are POSTS, not GETs like images and media.
  // Also, PING requests have no bearing on the rendering or operation of
  // the page when used as designed, so even though they are lower risk than
  // scripts, blocking them is basically risk-free as far as compatibility is
  // concerned.  Ping is turned off by default in Firefox, so unless a user
  // opts into ping, no request will be made.  Categorizing this as Mixed
  // Display Content for now, but this is subject to change.
  //
  // TYPE_STYLESHEET: XSLT stylesheets can insert scripts. CSS positioning
  // and other advanced CSS features can possibly be exploited to cause
  // spoofing attacks (e.g. make a ""grant permission"" button look like a
  // ""refuse permission"" button).
  //
  // TYPE_WEBSOCKET: The Websockets API requires browsers to
  // reject mixed-content websockets: ""If secure is false but the origin of
  // the entry script has a scheme component that is itself a secure protocol,
  // e.g. HTTPS, then throw a SecurityError exception."" We already block mixed
  // content websockets within the websockets implementation, so we don't need
  // to do any blocking here, nor do we need to provide a way to undo or
  // override the blocking. Websockets without TLS are very flaky anyway in the
  // face of many HTTP-aware proxies. Compared to psasive content, there is
  // additional risk that the script using WebSockets will disclose sensitive
  // information from the HTTPS page and/or eval (directly or indirectly)
  // received data.
  //
  // TYPE_XMLHTTPREQUEST: XHR requires either same origin or CORS, so most
  // mixed-content XHR will already be blocked by that check. This will also
  // block HTTPS-to-HTTP XHR with CORS. The same security concerns mentioned
  // above for WebSockets apply to XHR, and XHR should have the same security
  // properties as WebSockets w.r.t. mixed content. XHR's handling of redirects
  // amplifies these concerns.


  MOZ_STATIC_ASSERT(TYPE_DATAREQUEST == TYPE_XMLHTTPREQUEST,
                    ""TYPE_DATAREQUEST is not a synonym for ""
                    ""TYPE_XMLHTTPREQUEST"");

  switch (aContentType) {
    // The top-level document cannot be mixed content by definition
    case TYPE_DOCUMENT:
      *aDecision = ACCEPT;
    }
  }

    case TYPE_WEBSOCKET:
      *aDecision = ACCEPT;
      return NS_OK;
  // Check the parent scheme. If it is not an HTTPS page then mixed content
  // restrictions do not apply.
  bool parentIsHttps;
  if (NS_FAILED(aRequestingLocation->SchemeIs(""https"", &parentIsHttps)) ||
      !parentIsHttps) {
    return NS_OK;

      break;

    // Active content (or content with a low value/risk-of-blocking ratio)
    // that has been explicitly evaluated; listed here for documentation
    // purposes and to avoid the assertion and warning for the default case.
    case TYPE_CSP_REPORT:
    case TYPE_DTD:
    case TYPE_FONT:
    case TYPE_OBJECT:
    case TYPE_OBJECT_SUBREQUEST:
    case TYPE_SCRIPT:
    case TYPE_STYLESHEET:
    case TYPE_SUBDOCUMENT:
    case TYPE_XBL:
    case TYPE_XMLHTTPREQUEST:
    case TYPE_OTHER:
      break;


    // This content policy works as a whitelist.
    default:
      MOZ_NOT_REACHED(""Mixed content of unknown type"");
      NS_WARNING(""Mixed content of unknown type"");
      break;
  // If we are here we have mixed content.

  // Decide whether or not to allow the mixed content based on what type of
  // content it is and if the user permitted it.
  switch (aContentType) {
    case nsIContentPolicy::TYPE_FONT:
    case nsIContentPolicy::TYPE_OBJECT:
    case nsIContentPolicy::TYPE_SCRIPT:
    case nsIContentPolicy::TYPE_STYLESHEET:
    case nsIContentPolicy::TYPE_SUBDOCUMENT:
    case nsIContentPolicy::TYPE_WEBSOCKET:
    case nsIContentPolicy::TYPE_XMLHTTPREQUEST:
      // fonts, plugin content, scripts, stylesheets, iframes, websockets and
      // XHRs are considered high risk for mixed content so these are blocked
      // per the mixed script preference
      if (sBlockMixedScript) {
        *aDecision = nsIContentPolicy::REJECT_REQUEST;

        // Fire the event from a script runner as it is unsafe to run script
        // from within ShouldLoad
        // Disabled until bug 782654 is fixed.
        /*
        nsContentUtils::AddScriptRunner(
          new nsMixedContentEvent(aRequestingContext, eMixedScript));
        */
      }
      break;

    case nsIContentPolicy::TYPE_IMAGE:
    case nsIContentPolicy::TYPE_MEDIA:
    case nsIContentPolicy::TYPE_PING:
      // display (static) content are considered moderate risk for mixed content
      // so these will be blocked according to the mixed display preference
      if (sBlockMixedDisplay) {
        *aDecision = nsIContentPolicy::REJECT_REQUEST;

        // Fire the event from a script runner as it is unsafe to run script
        // from within ShouldLoad
        // Disabled until bug 782654 is fixed.
        /*
        nsContentUtils::AddScriptRunner(
          new nsMixedContentEvent(aRequestingContext, eMixedDisplay));
        */
      }
      break;

    default:
      // other types of mixed content are allowed
      break;"	"
  // Asserting that we are on the main thread here and hence do not have to lock
  // and unlock sBlockMixedScript and sBlockMixedDisplay before reading/writing
  // to them.
  // Assume active (high risk) content and blocked by default
  MixedContentTypes classification = eMixedScript;

  // Notes on non-obvious decisions:
  //
  // TYPE_DTD: A DTD can contain entity definitions that expand to scripts.
  //
  // TYPE_FONT: The TrueType hinting mechanism is basically a scripting
  // language that gets interpreted by the operating system's font rasterizer.
  // Mixed content web fonts are relatively uncommon, and we can can fall back
  // to built-in fonts with minimal disruption in almost all cases.
  //
  // TYPE_OBJECT_SUBREQUEST could actually be either active content (e.g. a
  // script that a plugin will execute) or display content (e.g. Flash video
  // content).
  //
  // TYPE_CSP_REPORT: High-risk because they directly leak information about
    // Creating insecure websocket connections in a secure page is blocked already
    // in the websocket constructor. We don't need to check the blocking here
    // and we don't want to un-block

    // Static display content is considered moderate risk for mixed content so
    // these will be blocked according to the mixed display preference
    case TYPE_IMAGE:
    case TYPE_MEDIA:
    case TYPE_PING:
      classification = eMixedDisplay;
  // We need aRequestingLocation to pull out the scheme. If it isn't passed
  // in, get it from the DOM node.
  if (!aRequestingLocation) {
    nsCOMPtr<nsINode> node = do_QueryInterface(aRequestingContext);
    if (node) {
      nsCOMPtr<nsIURI> principalUri;
      node->NodePrincipal()->GetURI(getter_AddRefs(principalUri));
      aRequestingLocation = principalUri;
    }
    // If we still don't have a requesting location then we can't tell if
    // this is a mixed content load.  Deny to be safe.
    if (!aRequestingLocation) {
      *aDecision = REJECT_REQUEST;
      return NS_OK;
    }
"
b822366	Implement Mixed Content Blocker New Icon - Frontend Changes	https://bugzilla.mozilla.org/show_bug.cgi?id=822366	"
a/browser/base/content/browser.js
a/browser/themes/gnomestripe/browser.css
a/browser/themes/gnomestripe/jar.mn
a/browser/themes/pinstripe/browser.css
a/browser/themes/pinstripe/jar.mn
a/browser/themes/winstripe/browser.css
a/browser/themes/winstripe/jar.mn"	https://bugzilla.mozilla.org/attachment.cgi?id=698022&action=diff	"
    if (location.protocol == ""chrome:"" || location.protocol == ""about:"")
    else if (state & nsIWebProgressListener.STATE_IDENTITY_EV_TOPLEVEL)
    else if (state & nsIWebProgressListener.STATE_IS_SECURE)
    else if (state & nsIWebProgressListener.STATE_IS_BROKEN)
      this.setMode(this.IDENTITY_MODE_MIXED_CONTENT);
    else

        this.setMode(this.IDENTITY_MODE_MIXED_CONTENT);
      }
    } else {"	"
    if (location.protocol == ""chrome:"" || location.protocol == ""about:"") {
    } else if (state & nsIWebProgressListener.STATE_IDENTITY_EV_TOPLEVEL) {
    } else if (state & nsIWebProgressListener.STATE_IS_SECURE) {
    } else if (state & nsIWebProgressListener.STATE_IS_BROKEN) {
      if (gBrowser.docShell.hasMixedActiveContentLoaded) {
        this.setMode(this.IDENTITY_MODE_MIXED_ACTIVE_CONTENT);
      } else {"
b822371	Implement Mixed Content Blocker Doorhanger - Frontend Changes	https://bugzilla.mozilla.org/show_bug.cgi?id=822371	"
a/browser/app/profile/firefox.js
a/browser/base/content/browser.js
a/browser/base/content/browser.xul
a/browser/locales/en-US/chrome/browser/browser.dtd
a/browser/locales/en-US/chrome/browser/browser.properties
a/browser/themes/gnomestripe/browser.css
a/browser/themes/gnomestripe/jar.mn
a/browser/themes/pinstripe/browser.css
a/browser/themes/pinstripe/jar.mn
a/browser/themes/winstripe/browser.css
a/browser/themes/winstripe/jar.mn"	https://bugzilla.mozilla.org/attachment.cgi?id=706132&action=diff		
b822373	Learn More pages for Mixed Content Blocker	https://bugzilla.mozilla.org/show_bug.cgi?id=822373
b908377	Interactive content blocking screen has typos	https://bugzilla.mozilla.org/show_bug.cgi?id=908377
b1182551	don't show the mixed display content indicator if the top level load is http://	https://bugzilla.mozilla.org/show_bug.cgi?id=1182551	"
a/security/manager/ssl/nsSecureBrowserUIImpl.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=8641935&action=diff	"
  // * If so, the state should be broken; overriding the previous state
  // set by the lock parameter.

  if (lock == lis_no_security) {
      // this is to ensure that http: pages with mixed content in nested
      // iframes don't get marked as broken instead of insecure
      tempState = STATE_IS_INSECURE;
  }
      *aState = STATE_IS_BROKEN |
      *aState = STATE_IS_BROKEN |
      *aState = STATE_IS_BROKEN |"	"
  // * If so, the state should be broken or insecure; overriding the previous
  // state set by the lock parameter.
  uint32_t tempState = STATE_IS_BROKEN;
      *aState = tempState |
      *aState = tempState |
      *aState = tempState |"
b1235667	PermissionsUtils.jsm needs to stop using createCodebasePrincipalFromOrigin	https://bugzilla.mozilla.org/show_bug.cgi?id=1235667	"
a/toolkit/modules/PermissionsUtils.jsm"	https://bugzilla.mozilla.org/attachment.cgi?id=8733793&action=diff	"
        principals = [ Services.scriptSecurityManager.createCodebasePrincipalFromOrigin(origin) ];

        principals = [ Services.scriptSecurityManager.createCodebasePrincipal(uri, attr) ];"	"
        let attr = ChromeUtils.createDefaultOriginAttributes();
        let uri = Services.io.newURI(origin, null, null);"
b623155	address bar does not contain the correct URL when loading a redirect to an SSL error page in a new tab	https://bugzilla.mozilla.org/show_bug.cgi?id=623155	"
a/suite/browser/tabbrowser.xml"	https://bugzilla.mozilla.org/attachment.cgi?id=576901&action=diff	"
                // The document loaded correctly, clear the value if we should
                if (this.mBrowser.userTypedClear > 0)
"	"
                // Clear the value if this was a user document or an error page.
                if (this.mBrowser.userTypedClear > 0 ||
                    !Components.isSuccessCode(aRequest.status))"
b834830	Strike through https in location bar for sites that have mixed active content loaded.	https://bugzilla.mozilla.org/show_bug.cgi?id=834830	"
a/dom/base/nsISelectionController.idl
a/layout/generic/nsFrame.cpp
a/layout/generic/nsSelection.cpp
a/layout/generic/nsTextFrame.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=8630345&action=diff	"
[scriptable, uuid(82c3a9df-9bd6-4da2-b561-d85a9eec5caa)]
   const short NUM_SELECTIONTYPES=10;
"	"
[scriptable, uuid(e5238312-2f50-4ec1-8e23-6337f3a67727)]
   const short SELECTION_URLSTRIKEOUT=512;
   const short NUM_SELECTIONTYPES=11;"
b1160818	"When reporting a cert error (from certerror page), browser console says ""Sending message that cannot be cloned. Are you trying to send an XPCOM object?"""	https://bugzilla.mozilla.org/show_bug.cgi?id=1160818	"
a/browser/base/content/content.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8601123&action=diff	"
        location: contentDoc.location,"	"
        location: {hostname: contentDoc.location.hostname, port: contentDoc.location.port},"
b310373	"Dragging & Dropping a link on the ""New Window""/""New Tab"" buttons can load priviliged xul"	https://bugzilla.mozilla.org/show_bug.cgi?id=310373	"
browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=197773&action=diff	"
      if (url)

      if (url)
"	"
      if (url) {
        getBrowser().dragDropSecurityCheck(aEvent, aDragSession, url);
      if (url) {
        getBrowser().dragDropSecurityCheck(aEvent, aDragSession, url);"
b1274712	Copy for string changes to DNT dialog	https://bugzilla.mozilla.org/show_bug.cgi?id=1274712
b1273696	"Usability concerns for new ""restore default settings"" UI in SSL error page"	https://bugzilla.mozilla.org/show_bug.cgi?id=1273696
b1217165	Write Learn More SUMO Article for Insecure Password Warning in Control Center	https://bugzilla.mozilla.org/show_bug.cgi?id=1217165
b921090	Upgrade Firefox to NSS 3.15.2 to fix bug 894370	https://bugzilla.mozilla.org/show_bug.cgi?id=921090	"
a/security/coreconf/coreconf.dep
a/security/nss/TAG-INFO
a/security/nss/TAG-INFO-CKBI
a/security/nss/lib/libpkix/include/pkix_pl_pki.h
a/security/nss/lib/libpkix/pkix/top/pkix_build.c
a/security/nss/lib/libpkix/pkix_pl_nss/pki/pkix_pl_cert.c
a/security/nss/lib/nss/nss.h
a/security/nss/lib/softoken/pkcs11.c
a/security/nss/lib/softoken/softkver.h
a/security/nss/lib/ssl/ssl3con.c
a/security/nss/lib/util/nssutil.h"	https://bugzilla.mozilla.org/attachment.cgi?id=820575&action=diff		
b271559	Countermeasures for Java/plugin/extension vulnerabilities (disable, warn, offer updates)	https://bugzilla.mozilla.org/show_bug.cgi?id=271559	"
a/toolkit/mozapps/extensions/src/nsExtensionManager.js.in"	https://bugzilla.mozilla.org/attachment.cgi?id=271173&action=diff	"
    this.entries = this._loadBlocklistFromFile(getFile(KEY_PROFILEDIR,
                                                       [FILE_BLOCKLIST]));
      return { };
      return { };
        return { };
      const kELEMENT_NODE = Components.interfaces.nsIDOMNode.ELEMENT_NODE;
      var itemNodes = this._getItemNodes(doc.documentElement.childNodes);
      for (var i = 0; i < itemNodes.length; ++i) {
        var blocklistElement = itemNodes[i];
        if (blocklistElement.nodeType != kELEMENT_NODE ||
            blocklistElement.localName != ""emItem"")
          continue;

        blocklistElement.QueryInterface(Components.interfaces.nsIDOMElement);
        var versionNodes = blocklistElement.childNodes;
        var id = blocklistElement.getAttribute(""id"");
        result[id] = [];
        for (var x = 0; x < versionNodes.length; ++x) {
          var versionRangeElement = versionNodes[x];
          if (versionRangeElement.nodeType != kELEMENT_NODE ||
              versionRangeElement.localName != ""versionRange"")
            continue;

          result[id].push(new BlocklistItemData(versionRangeElement));
        }
        // if only the extension ID is specified block all versions of the
        // extension for the current application.
        if (result[id].length == 0)
          result[id].push(new BlocklistItemData(null));
      }
      return { };
  _getItemNodes: function(deChildNodes) {
          emItemsElement.localName == ""emItems"")
        return emItemsElement.childNodes;

      }
    }
    if (!itemNodes)
      return result;

    var itemName = prefix + ""Item"";
    for (var i = 0; i < itemNodes.length; ++i) {
      var blocklistElement = itemNodes[i];
      if (blocklistElement.nodeType != kELEMENT_NODE ||
          blocklistElement.localName != itemName)
        continue;

      blocklistElement.QueryInterface(Components.interfaces.nsIDOMElement);
      handler(blocklistElement, result);
    }
    return result;
  },

  _handleEmItemNode: function(blocklistElement, result) {
    const kELEMENT_NODE = Components.interfaces.nsIDOMNode.ELEMENT_NODE;
    var versionNodes = blocklistElement.childNodes;
    var id = blocklistElement.getAttribute(""id"");
    result[id] = [];
    for (var x = 0; x < versionNodes.length; ++x) {
      var versionRangeElement = versionNodes[x];
      if (versionRangeElement.nodeType != kELEMENT_NODE ||
          versionRangeElement.localName != ""versionRange"")
        continue;

      result[id].push(new BlocklistItemData(versionRangeElement));
    return [ ];

    if (result[id].length == 0)
      result[id].push(new BlocklistItemData(null));
  },

  _handlePluginItemNode: function(blocklistElement, result) {
    const kELEMENT_NODE = Components.interfaces.nsIDOMNode.ELEMENT_NODE;
    var matchNodes = blocklistElement.childNodes;
    var matchList;
    for (var x = 0; x < matchNodes.length; ++x) {
      var matchElement = matchNodes[x];
      if (matchElement.nodeType != kELEMENT_NODE ||
          matchElement.localName != ""match"")
        continue;

      var name = matchElement.getAttribute(""name"");
      var exp = matchElement.getAttribute(""exp"");
      if (!matchList)
        matchList = { };
      matchList[name] = new RegExp(exp, ""m"");
    }
    if (matchList)
      result.push(matchList);
  },

  _checkPlugin: function(plugin) {
    for each (var matchList in this._pluginEntries) {
      var matchFailed = false;
      for (var name in matchList) {
        if (typeof(plugin[name]) != ""string"" ||
            !matchList[name].test(plugin[name])) {
          matchFailed = true;
          break;
        }
      }

      if (!matchFailed) {
        plugin.blocklisted = true;
        return;
      }
    }
    plugin.blocklisted = false;
  },

  _checkPluginsList: function() {
    this._ensureBlocklist();
    var phs = Components.classes[""@mozilla.org/plugin/host;1""]
                        .getService(Components.interfaces.nsIPluginHost);
    phs.getPluginTags({ }).forEach(this._checkPlugin, this);
      this.entries = this._loadBlocklistFromFile(getFile(KEY_PROFILEDIR, 
                                                         [FILE_BLOCKLIST]));"	"
    this._loadBlocklistFromFile(getFile(KEY_PROFILEDIR, [FILE_BLOCKLIST]));

      return;
      return;
        return;
      var childNodes = doc.documentElement.childNodes;
      this.entries = this._processItemNodes(childNodes, ""em"",
                                            this._handleEmItemNode);
      this._pluginEntries = this._processItemNodes(childNodes, ""plugin"",
                                                   this._handlePluginItemNode);

      return;
  _processItemNodes: function(deChildNodes, prefix, handler) {
          emItemsElement.localName == containerName) {
        itemNodes = emItemsElement.childNodes;
        break;
    // if only the extension ID is specified block all versions of the
    // extension for the current application.
      this._loadBlocklistFromFile(getFile(KEY_PROFILEDIR, [FILE_BLOCKLIST]));
"
b793454	Cookie deletion not working on FF15.0.1 - Win	https://bugzilla.mozilla.org/show_bug.cgi?id=793454
b1106367	"""invalid security certificate"" on Google and other major sites due to Kaspersky"	https://bugzilla.mozilla.org/show_bug.cgi?id=1106367
b1205715	Strings for Control Center when HTTP pages have login forms	https://bugzilla.mozilla.org/show_bug.cgi?id=1205715
b1212520	Rewrite browser_bug906190.js with Tasks and re-enable it on Linux	https://bugzilla.mozilla.org/show_bug.cgi?id=1212520
b1217156	Add a preference to turn on/off insecure password warnings	https://bugzilla.mozilla.org/show_bug.cgi?id=1217156	"
a/browser/app/profile/firefox.js
a/browser/base/content/browser.js
a/browser/base/content/test/general/browser_insecureLoginForms.js"	https://bugzilla.mozilla.org/attachment.cgi?id=8680915&action=diff		
b1241292	"Revisit ""Your login could be compromised"" string for Insecure Password Warning"	https://bugzilla.mozilla.org/show_bug.cgi?id=1241292	"
a/browser/components/controlcenter/content/panel.inc.xul
a/browser/locales/en-US/chrome/browser/browser.dtd"	https://bugzilla.mozilla.org/attachment.cgi?id=8711230&action=diff	"
            <description when-loginforms=""insecure"">&identity.insecureLoginForms;</description>"	"
            <description when-loginforms=""insecure"">&identity.insecureLoginForms2;</description>"
b354316	adding news feed reader causes trouble	https://bugzilla.mozilla.org/show_bug.cgi?id=354316	"
feeds/src/WebContentConverter.js"	https://bugzilla.mozilla.org/attachment.cgi?id=240203&action=diff		
b407369	BrowserOnCommand() for Firefox netError page uses wrong location object	https://bugzilla.mozilla.org/show_bug.cgi?id=407369	"
browser/base/content/browser.js"	https://bugzilla.mozilla.org/attachment.cgi?id=292472&action=diff	"
              params.location = content.location.href;
          content.location.reload();"	"
              params.location = errorDoc.location.href;
          errorDoc.location.reload();"
b307770	"Can't install XPI with a click on the link with target=""_blank"""	https://bugzilla.mozilla.org/show_bug.cgi?id=307770	"
browser/base/content/browser.js
xpinstall/src/nsInstallTrigger.cpp"	https://bugzilla.mozilla.org/attachment.cgi?id=274467&action=diff	"
        var host = browser.docShell.QueryInterface(Components.interfaces.nsIWebNavigation).currentURI.host;
            callback: function() { return xpinstallEditPermissions(shell); }
function xpinstallEditPermissions(aDocShell)
                   prefilledHost  : webNav.currentURI.host,"	"
        var host = aData;
            callback: function() { return xpinstallEditPermissions(shell, host); }
function xpinstallEditPermissions(aDocShell, aHost)
                   prefilledHost  : aHost,"
b376473	[mz2] file action dialog controls vulnerable to refocus race	https://bugzilla.mozilla.org/show_bug.cgi?id=376473	"
toolkit/mozapps/downloads/src/nsHelperAppDlg.js.in
toolkit/content/commonDialog.js"	https://bugzilla.mozilla.org/attachment.cgi?id=299684&action=diff	"
      this._timer.initWithCallback(this, 250, nsITimer.TYPE_ONE_SHOT);
        this.mDialog.setTimeout(script, 250);"	"
      this._timer.initWithCallback(this, 1000, nsITimer.TYPE_ONE_SHOT);
        this.mDialog.setTimeout(script, 1000);"
b410156	URL files (IE bookmarks) cause remote code to run as local file when opened directly	https://bugzilla.mozilla.org/show_bug.cgi?id=410156	"
toolkit/components/commandlines/src/nsCommandLine.cpp
toolkit/components/commandlines/test/Makefile.in
toolkit/components/commandlines/test/unit/test_bug410156.js.in
toolkit/components/commandlines/test/unit/test_bug410156.desktop
toolkit/components/commandlines/test/unit/test_bug410156.url"	https://bugzilla.mozilla.org/attachment.cgi?id=315677&action=diff	"
    return io->NewFileURI(lf, aResult);
  }

    if (!url.IsEmpty()) {
      return io->NewURI(url,
                        nsnull,
                        workingDirURI,
                        aResult);
    }
  nsCOMPtr<nsIURI> workingDirURI;
  if (mWorkingDir) {
    io->NewFileURI(mWorkingDir, getter_AddRefs(workingDirURI));"	"
    nsCAutoString url;
 // Try to resolve the url for .url files.
 resolveShortcutURL(lf, url);
    return io->NewFileURI(lf, aResult);
"
b1194874	"Maybe switch ""run by"" text to ""owned by"" for EV certificates in the Control Center"	https://bugzilla.mozilla.org/show_bug.cgi?id=1194874	"
a/browser/components/controlcenter/content/panel.inc.xul
a/browser/locales/en-US/chrome/browser/browser.dtd"	https://bugzilla.mozilla.org/attachment.cgi?id=8757021&action=diff	"
                     when-connection=""secure-ev"">&identity.connectionVerified1;</description>"	"
                     when-connection=""secure-ev"">&identity.connectionVerified2;</description>"
b514708	SSL Certificates get dropped in mid session or not recognize.	https://bugzilla.mozilla.org/show_bug.cgi?id=514708
b771465	No security warning by clicking forward or backward	https://bugzilla.mozilla.org/show_bug.cgi?id=771465
b809982	Update CSP mappings to allow for future Content Types	https://bugzilla.mozilla.org/show_bug.cgi?id=809982
b1225299	Odd behaviors of the RC4 notifications bar	https://bugzilla.mozilla.org/show_bug.cgi?id=1225299
b897615	Firefox should list the security key exchange mechanism (ECDHE_RSA)	https://bugzilla.mozilla.org/show_bug.cgi?id=897615
b390321	Firefox should not show yellow url bar on page with mixed security	https://bugzilla.mozilla.org/show_bug.cgi?id=390321
